Condensed/total_particles	Mean Number of Neighbors
0.205000	1.600000
0.220000	1.530000
0.250000	1.560000
0.255000	1.560000
0.220000	1.510000
0.255000	1.640000
0.220000	1.470000
0.285000	1.710000
0.300000	1.730000
0.260000	1.700000
0.275000	1.680000
0.210000	1.430000
0.250000	1.610000
0.250000	1.530000
0.260000	1.630000
0.245000	1.540000
0.275000	1.680000
0.240000	1.520000
0.230000	1.620000
0.210000	1.470000
0.240000	1.620000
0.285000	1.620000
0.300000	1.660000
0.250000	1.620000
0.270000	1.650000
0.225000	1.560000
0.260000	1.580000
0.250000	1.530000
0.215000	1.470000
0.220000	1.530000
0.230000	1.580000
0.250000	1.580000
0.240000	1.590000
0.215000	1.500000
0.160000	1.340000
0.250000	1.550000
0.230000	1.480000
0.215000	1.440000
0.210000	1.430000
0.235000	1.590000
0.230000	1.510000
0.270000	1.670000
0.190000	1.490000
0.210000	1.540000
0.170000	1.420000
0.200000	1.500000
0.220000	1.560000
0.210000	1.490000
0.170000	1.390000
0.235000	1.680000
0.235000	1.600000
0.160000	1.470000
0.220000	1.500000
0.250000	1.660000
0.205000	1.500000
0.250000	1.670000
0.220000	1.600000
0.245000	1.690000
0.275000	1.690000
0.250000	1.550000
0.255000	1.510000
0.250000	1.550000
0.220000	1.500000
0.225000	1.460000
0.210000	1.440000
0.210000	1.420000
0.240000	1.540000
0.235000	1.590000
0.230000	1.640000
0.255000	1.700000
0.185000	1.520000
0.255000	1.510000
0.245000	1.590000
0.285000	1.610000
0.225000	1.520000
0.235000	1.510000
0.285000	1.680000
0.290000	1.750000
0.250000	1.660000
0.225000	1.580000
0.265000	1.640000
0.245000	1.680000
0.280000	1.740000
0.280000	1.680000
0.260000	1.640000
0.330000	1.770000
0.315000	1.760000
0.350000	1.900000
0.350000	1.860000
0.330000	1.780000
0.315000	1.770000
0.330000	1.830000
0.305000	1.870000
0.320000	1.710000
0.305000	1.820000
0.295000	1.720000
0.255000	1.580000
0.310000	1.760000
0.275000	1.720000
0.235000	1.620000
0.255000	1.600000
0.270000	1.540000
0.255000	1.490000
0.240000	1.420000
0.245000	1.490000
0.235000	1.430000
0.195000	1.410000
0.195000	1.450000
0.250000	1.440000
0.295000	1.640000
0.295000	1.600000
0.295000	1.630000
0.260000	1.650000
0.245000	1.630000
0.300000	1.760000
0.300000	1.760000
0.290000	1.690000
0.260000	1.630000
0.230000	1.630000
0.160000	1.340000
0.250000	1.620000
0.250000	1.610000
0.215000	1.450000
0.255000	1.570000
0.270000	1.530000
0.290000	1.740000
0.240000	1.570000
0.245000	1.560000
0.220000	1.520000
0.225000	1.550000
0.245000	1.630000
0.295000	1.670000
0.315000	1.730000
0.250000	1.580000
0.285000	1.690000
0.270000	1.690000
0.260000	1.700000
0.250000	1.570000
0.230000	1.620000
0.205000	1.540000
0.235000	1.530000
0.220000	1.510000
0.225000	1.480000
0.235000	1.490000
0.255000	1.580000
0.275000	1.590000
0.250000	1.530000
0.310000	1.730000
0.285000	1.740000
0.245000	1.650000
0.260000	1.580000
0.265000	1.670000
0.235000	1.610000
0.265000	1.680000
0.260000	1.600000
0.245000	1.590000
0.265000	1.520000
0.250000	1.510000
0.225000	1.430000
0.265000	1.520000
0.230000	1.550000
0.240000	1.490000
0.250000	1.530000
0.260000	1.580000
0.220000	1.400000
0.260000	1.560000
0.260000	1.530000
0.250000	1.630000
0.255000	1.610000
0.245000	1.550000
0.300000	1.630000
0.290000	1.680000
0.220000	1.590000
0.225000	1.580000
0.210000	1.570000
0.225000	1.580000
0.240000	1.600000
0.230000	1.510000
0.260000	1.520000
0.265000	1.680000
0.265000	1.670000
0.230000	1.500000
0.195000	1.440000
0.150000	1.360000
0.170000	1.390000
0.195000	1.440000
0.170000	1.430000
0.175000	1.360000
0.170000	1.420000
0.195000	1.550000
0.185000	1.500000
0.170000	1.480000
0.175000	1.440000
0.190000	1.450000
0.210000	1.530000
0.210000	1.540000
0.250000	1.620000
0.280000	1.660000
0.245000	1.560000
0.215000	1.560000
0.230000	1.450000
0.225000	1.400000
0.225000	1.470000
0.200000	1.510000
0.260000	1.620000
0.245000	1.670000
0.280000	1.640000
0.205000	1.480000
0.240000	1.580000
0.275000	1.610000
0.210000	1.510000
0.230000	1.570000
0.280000	1.730000
0.235000	1.530000
0.240000	1.550000
0.205000	1.590000
0.185000	1.480000
0.230000	1.530000
0.215000	1.550000
0.265000	1.650000
0.215000	1.390000
0.200000	1.460000
0.240000	1.560000
0.235000	1.510000
0.240000	1.560000
0.205000	1.470000
0.260000	1.670000
0.215000	1.580000
0.235000	1.570000
0.305000	1.740000
0.195000	1.460000
0.225000	1.550000
0.220000	1.550000
0.200000	1.560000
0.165000	1.490000
0.205000	1.410000
0.225000	1.520000
0.175000	1.380000
0.225000	1.560000
0.220000	1.510000
0.260000	1.600000
0.190000	1.390000
0.210000	1.410000
0.185000	1.450000
0.195000	1.430000
0.210000	1.460000
0.260000	1.520000
0.180000	1.360000
0.245000	1.500000
0.205000	1.430000
0.210000	1.460000
0.220000	1.420000
0.165000	1.180000
0.160000	1.310000
0.165000	1.290000
0.215000	1.410000
0.170000	1.280000
0.200000	1.440000
0.235000	1.530000
0.245000	1.570000
0.190000	1.390000
0.205000	1.390000
0.190000	1.300000
0.210000	1.500000
0.205000	1.420000
0.235000	1.540000
0.160000	1.420000
0.150000	1.410000
0.215000	1.490000
0.170000	1.410000
0.205000	1.410000
0.215000	1.450000
0.195000	1.470000
0.215000	1.440000
0.190000	1.420000
0.135000	1.270000
0.220000	1.470000
0.170000	1.310000
0.200000	1.360000
0.140000	1.360000
0.170000	1.390000
0.165000	1.390000
0.190000	1.310000
0.160000	1.300000
0.180000	1.490000
0.225000	1.390000
0.155000	1.360000
0.220000	1.460000
0.205000	1.480000
0.230000	1.540000
0.230000	1.640000
0.220000	1.510000
0.215000	1.490000
0.255000	1.580000
0.220000	1.540000
0.235000	1.590000
0.200000	1.470000
0.210000	1.470000
0.190000	1.430000
0.175000	1.340000
0.205000	1.390000
0.220000	1.450000
0.180000	1.390000
0.140000	1.340000
0.185000	1.380000
0.165000	1.350000
0.205000	1.480000
0.160000	1.320000
0.210000	1.460000
0.170000	1.300000
0.215000	1.420000
0.235000	1.470000
0.205000	1.490000
0.190000	1.470000
0.205000	1.490000
0.190000	1.550000
0.240000	1.550000
0.195000	1.490000
0.190000	1.480000
0.160000	1.410000
0.175000	1.390000
0.160000	1.330000
0.170000	1.420000
0.185000	1.430000
0.220000	1.570000
0.185000	1.450000
0.225000	1.500000
0.245000	1.590000
0.170000	1.390000
0.155000	1.300000
0.170000	1.400000
0.140000	1.260000
0.110000	1.290000
0.155000	1.300000
0.175000	1.330000
0.135000	1.270000
0.130000	1.280000
0.200000	1.450000
0.125000	1.250000
0.140000	1.210000
0.145000	1.260000
0.140000	1.170000
0.110000	1.160000
0.120000	1.210000
0.105000	1.180000
0.140000	1.270000
0.155000	1.320000
0.165000	1.250000
0.165000	1.330000
0.150000	1.180000
0.100000	1.120000
0.140000	1.270000
0.115000	1.300000
0.160000	1.380000
0.155000	1.270000
0.115000	1.240000
0.095000	1.230000
0.100000	1.280000
0.150000	1.340000
0.140000	1.330000
0.135000	1.230000
0.120000	1.240000
0.130000	1.330000
0.205000	1.470000
0.185000	1.310000
0.175000	1.420000
0.165000	1.350000
0.205000	1.440000
0.195000	1.470000
0.155000	1.350000
0.200000	1.450000
0.175000	1.440000
0.230000	1.500000
0.285000	1.650000
0.250000	1.600000
0.185000	1.410000
0.245000	1.550000
0.220000	1.580000
0.195000	1.480000
0.190000	1.460000
0.175000	1.310000
0.145000	1.460000
0.175000	1.480000
0.155000	1.360000
0.175000	1.380000
0.210000	1.430000
0.130000	1.340000
0.200000	1.400000
0.180000	1.400000
0.135000	1.270000
0.160000	1.170000
0.125000	1.210000
0.135000	1.300000
0.145000	1.150000
0.120000	1.260000
0.140000	1.300000
0.140000	1.250000
0.170000	1.330000
0.160000	1.350000
0.170000	1.320000
0.180000	1.370000
0.190000	1.430000
0.120000	1.250000
0.130000	1.300000
0.160000	1.420000
0.175000	1.350000
0.190000	1.410000
0.215000	1.490000
0.185000	1.400000
0.155000	1.290000
0.160000	1.290000
0.170000	1.370000
0.160000	1.340000
0.245000	1.450000
0.255000	1.510000
0.230000	1.460000
0.205000	1.500000
0.175000	1.470000
0.255000	1.560000
0.210000	1.410000
0.160000	1.280000
0.210000	1.420000
0.215000	1.480000
0.200000	1.510000
0.230000	1.440000
0.240000	1.530000
0.200000	1.380000
0.205000	1.480000
0.225000	1.510000
0.215000	1.520000
0.240000	1.500000
0.220000	1.470000
0.230000	1.490000
0.165000	1.400000
0.215000	1.460000
0.245000	1.460000
0.220000	1.580000
0.210000	1.380000
0.155000	1.440000
0.180000	1.460000
0.235000	1.500000
0.215000	1.430000
0.255000	1.650000
0.230000	1.560000
0.220000	1.450000
0.200000	1.410000
0.185000	1.460000
0.240000	1.500000
0.185000	1.440000
0.215000	1.440000
0.165000	1.210000
0.200000	1.430000
0.210000	1.400000
0.210000	1.370000
0.245000	1.520000
0.265000	1.640000
0.300000	1.780000
0.270000	1.720000
0.250000	1.710000
0.255000	1.600000
0.190000	1.520000
0.200000	1.440000
0.195000	1.360000
0.215000	1.480000
0.220000	1.440000
0.225000	1.430000
0.240000	1.510000
0.285000	1.670000
0.235000	1.460000
0.265000	1.590000
0.235000	1.490000
0.225000	1.480000
0.230000	1.470000
0.210000	1.410000
0.205000	1.440000
0.190000	1.270000
0.195000	1.440000
0.250000	1.580000
0.235000	1.590000
0.250000	1.510000
0.195000	1.440000
0.225000	1.620000
0.255000	1.600000
0.225000	1.510000
0.230000	1.610000
0.210000	1.480000
0.185000	1.380000
0.215000	1.430000
0.190000	1.450000
0.205000	1.500000
0.190000	1.420000
0.180000	1.430000
0.195000	1.350000
0.165000	1.340000
0.180000	1.380000
0.195000	1.380000
0.180000	1.510000
0.200000	1.460000
0.175000	1.380000
0.200000	1.300000
0.160000	1.430000
0.165000	1.390000
0.235000	1.580000
0.190000	1.470000
0.200000	1.500000
0.170000	1.320000
0.180000	1.350000
0.245000	1.570000
0.235000	1.650000
0.220000	1.500000
0.240000	1.640000
0.225000	1.520000
0.205000	1.400000
0.190000	1.390000
0.200000	1.530000
0.205000	1.420000
0.195000	1.360000
0.185000	1.500000
0.185000	1.410000
0.150000	1.290000
0.150000	1.310000
0.195000	1.430000
0.155000	1.270000
0.125000	1.260000
0.100000	1.210000
0.175000	1.300000
0.220000	1.510000
0.155000	1.290000
0.165000	1.400000
0.190000	1.410000
0.170000	1.460000
0.190000	1.450000
0.155000	1.360000
0.160000	1.390000
0.180000	1.430000
0.175000	1.550000
0.170000	1.370000
0.160000	1.240000
0.135000	1.320000
0.090000	1.130000
0.195000	1.370000
0.155000	1.230000
0.190000	1.400000
0.135000	1.370000
0.165000	1.290000
0.175000	1.410000
0.235000	1.550000
0.190000	1.440000
0.200000	1.520000
0.125000	1.300000
0.145000	1.360000
0.155000	1.360000
0.180000	1.410000
0.190000	1.400000
0.180000	1.290000
0.190000	1.380000
0.165000	1.390000
0.110000	1.190000
0.125000	1.210000
0.125000	1.170000
0.190000	1.340000
0.160000	1.400000
0.170000	1.320000
0.140000	1.200000
0.130000	1.260000
0.150000	1.300000
0.180000	1.430000
0.160000	1.350000
0.145000	1.310000
0.175000	1.430000
0.155000	1.360000
0.165000	1.400000
0.170000	1.400000
0.165000	1.380000
0.190000	1.350000
0.105000	1.290000
0.165000	1.400000
0.220000	1.580000
0.170000	1.380000
0.190000	1.410000
0.150000	1.360000
0.185000	1.380000
0.145000	1.200000
0.175000	1.400000
0.130000	1.190000
0.110000	1.060000
0.105000	1.160000
0.080000	1.180000
0.135000	1.300000
0.135000	1.300000
0.135000	1.160000
0.115000	1.260000
0.160000	1.350000
0.195000	1.440000
0.175000	1.230000
0.080000	1.040000
0.105000	1.160000
0.075000	1.150000
0.090000	1.090000
0.100000	1.090000
0.160000	1.360000
0.200000	1.340000
0.160000	1.340000
0.185000	1.380000
0.155000	1.250000
0.145000	1.330000
0.160000	1.370000
0.105000	1.310000
0.125000	1.320000
0.125000	1.180000
0.120000	1.170000
0.105000	1.150000
0.140000	1.140000
0.115000	1.130000
0.130000	1.200000
0.145000	1.250000
0.160000	1.390000
0.130000	1.400000
0.130000	1.270000
0.130000	1.320000
0.155000	1.270000
0.170000	1.340000
0.205000	1.450000
0.160000	1.420000
0.175000	1.370000
0.210000	1.440000
0.150000	1.310000
0.185000	1.340000
0.150000	1.240000
0.170000	1.300000
0.120000	1.270000
0.130000	1.350000
0.115000	1.250000
0.145000	1.310000
0.115000	1.210000
0.095000	1.130000
0.125000	1.230000
0.140000	1.250000
0.130000	1.220000
0.110000	1.170000
0.160000	1.270000
0.175000	1.270000
0.160000	1.370000
0.140000	1.290000
0.120000	1.210000
0.150000	1.240000
0.135000	1.220000
0.170000	1.270000
0.180000	1.310000
0.170000	1.290000
0.140000	1.270000
0.130000	1.300000
0.125000	1.250000
0.120000	1.300000
0.120000	1.160000
0.095000	1.130000
0.050000	0.980000
0.150000	1.240000
0.110000	1.210000
0.115000	1.280000
0.080000	1.130000
0.120000	1.100000
0.155000	1.210000
0.145000	1.450000
0.095000	1.250000
0.110000	1.220000
0.120000	1.120000
0.135000	1.220000
0.150000	1.260000
0.125000	1.270000
0.135000	1.280000
0.155000	1.210000
0.125000	1.250000
0.175000	1.350000
0.130000	1.260000
0.155000	1.280000
0.200000	1.420000
0.135000	1.320000
0.175000	1.400000
0.135000	1.270000
0.165000	1.310000
0.150000	1.230000
0.225000	1.440000
0.140000	1.310000
0.135000	1.240000
0.185000	1.280000
0.155000	1.290000
0.170000	1.290000
0.160000	1.280000
0.170000	1.280000
0.180000	1.230000
0.145000	1.210000
0.185000	1.350000
0.170000	1.320000
0.155000	1.290000
0.170000	1.210000
0.115000	1.170000
0.190000	1.310000
0.195000	1.410000
0.225000	1.500000
0.185000	1.370000
0.145000	1.270000
0.150000	1.180000
0.135000	1.260000
0.150000	1.260000
0.160000	1.360000
0.175000	1.430000
0.165000	1.320000
0.145000	1.280000
0.165000	1.360000
0.160000	1.320000
0.185000	1.400000
0.170000	1.380000
0.125000	1.260000
0.170000	1.250000
0.145000	1.250000
0.125000	1.240000
0.185000	1.410000
0.195000	1.430000
0.195000	1.480000
0.170000	1.370000
0.125000	1.320000
0.105000	1.150000
0.105000	1.120000
0.115000	1.200000
0.140000	1.270000
0.125000	1.290000
0.160000	1.390000
0.145000	1.300000
0.145000	1.270000
0.125000	1.280000
0.200000	1.320000
0.125000	1.250000
0.155000	1.400000
0.170000	1.360000
0.150000	1.350000
0.160000	1.330000
0.170000	1.360000
0.125000	1.250000
0.205000	1.400000
0.195000	1.450000
0.155000	1.390000
0.240000	1.570000
0.185000	1.440000
0.190000	1.380000
0.175000	1.370000
0.160000	1.280000
0.155000	1.360000
0.165000	1.410000
0.165000	1.320000
0.200000	1.410000
0.210000	1.530000
0.215000	1.500000
0.190000	1.460000
0.190000	1.510000
0.220000	1.430000
0.170000	1.430000
0.165000	1.430000
0.185000	1.370000
0.155000	1.470000
0.160000	1.500000
0.170000	1.340000
0.205000	1.470000
0.200000	1.340000
0.200000	1.370000
0.185000	1.410000
0.160000	1.330000
0.175000	1.400000
0.155000	1.390000
0.215000	1.470000
0.220000	1.480000
0.230000	1.510000
0.235000	1.550000
0.200000	1.540000
0.195000	1.450000
0.215000	1.520000
0.170000	1.410000
0.195000	1.450000
0.165000	1.320000
0.200000	1.420000
0.215000	1.360000
0.170000	1.460000
0.215000	1.490000
0.205000	1.490000
0.220000	1.480000
0.150000	1.290000
0.220000	1.510000
0.185000	1.360000
0.145000	1.350000
0.165000	1.390000
0.140000	1.280000
0.180000	1.350000
0.210000	1.440000
0.160000	1.230000
0.125000	1.220000
0.070000	1.050000
0.090000	1.080000
0.125000	1.320000
0.085000	1.120000
0.130000	1.340000
0.185000	1.400000
0.155000	1.260000
0.140000	1.320000
0.145000	1.270000
0.145000	1.310000
0.140000	1.350000
0.170000	1.440000
0.175000	1.500000
0.155000	1.400000
0.180000	1.430000
0.145000	1.380000
0.160000	1.400000
0.185000	1.360000
0.175000	1.410000
0.195000	1.430000
0.125000	1.380000
0.165000	1.340000
0.175000	1.310000
0.155000	1.290000
0.220000	1.550000
0.195000	1.440000
0.185000	1.430000
0.175000	1.440000
0.135000	1.340000
0.200000	1.450000
0.200000	1.470000
0.185000	1.450000
0.140000	1.250000
0.140000	1.350000
0.150000	1.430000
0.165000	1.360000
0.185000	1.430000
0.145000	1.430000
0.155000	1.400000
0.150000	1.330000
0.150000	1.330000
0.120000	1.280000
0.140000	1.300000
0.135000	1.210000
0.160000	1.270000
0.105000	1.290000
0.175000	1.410000
0.165000	1.290000
0.140000	1.230000
0.135000	1.160000
0.175000	1.440000
0.165000	1.250000
0.165000	1.280000
0.160000	1.270000
0.200000	1.440000
0.135000	1.290000
0.165000	1.250000
0.145000	1.240000
0.130000	1.170000
0.155000	1.130000
0.120000	1.260000
0.165000	1.270000
0.120000	1.240000
0.115000	1.080000
0.140000	1.280000
0.130000	1.310000
0.140000	1.170000
0.150000	1.180000
0.150000	1.240000
0.125000	1.250000
0.110000	1.120000
0.120000	1.250000
0.145000	1.210000
0.160000	1.260000
0.180000	1.420000
0.150000	1.290000
0.145000	1.350000
0.145000	1.290000
0.115000	1.190000
0.105000	1.010000
0.105000	1.120000
0.095000	1.170000
