Distance(Angstroms)	Orientational Correlation0.000000	0.502053
3.207547	0.306522
3.217478	0.327721
3.227408	0.651741
3.237339	0.689671
3.247269	0.158001
3.257200	0.355314
3.267130	0.186556
3.277061	0.307268
3.286991	0.196735
3.296922	0.196038
3.306852	0.374297
3.316783	0.301383
3.326713	0.234018
3.336643	0.255775
3.346574	0.266967
3.356504	0.257609
3.366435	0.252480
3.376365	0.297178
3.386296	0.315784
3.396226	0.315527
3.406157	0.308304
3.416087	0.301088
3.426018	0.265089
3.435948	0.307824
3.445879	0.328175
3.455809	0.330989
3.465740	0.291443
3.475670	0.282996
3.485601	0.274441
3.495531	0.305349
3.505462	0.316705
3.515392	0.306728
3.525323	0.320361
3.535253	0.324228
3.545184	0.303650
3.555114	0.334625
3.565045	0.313182
3.574975	0.322768
3.584906	0.309914
3.594836	0.351778
3.604767	0.310447
3.614697	0.319940
3.624628	0.338674
3.634558	0.335238
3.644489	0.309362
3.654419	0.352850
3.664350	0.342493
3.674280	0.344046
3.684211	0.328265
3.694141	0.347564
3.704071	0.331765
3.714002	0.350524
3.723932	0.368594
3.733863	0.346398
3.743793	0.344411
3.753724	0.343397
3.763654	0.352721
3.773585	0.368745
3.783515	0.345437
3.793446	0.363565
3.803376	0.351725
3.813307	0.377615
3.823237	0.364874
3.833168	0.356883
3.843098	0.385892
3.853029	0.355328
3.862959	0.355975
3.872890	0.368151
3.882820	0.374273
3.892751	0.363549
3.902681	0.370377
3.912612	0.347892
3.922542	0.376166
3.932473	0.372465
3.942403	0.366274
3.952334	0.345930
3.962264	0.373476
3.972195	0.384837
3.982125	0.348569
3.992056	0.355535
4.001986	0.393175
4.011917	0.352906
4.021847	0.357881
4.031778	0.340881
4.041708	0.379750
4.051639	0.363934
4.061569	0.362806
4.071500	0.369601
4.081430	0.370099
4.091360	0.367494
4.101291	0.389346
4.111221	0.338414
4.121152	0.360421
4.131082	0.370358
4.141013	0.377277
4.150943	0.376910
4.160874	0.369140
4.170804	0.362248
4.180735	0.397894
